batch,record_kind,source_path,source_heading,repository,original_path,normalized_path,rule
micro-02c,file-destination,docs/operations/kpi-kri-dashboard.md,,ai-agent-governance-framework-next,docs/master/10-metrics-learning-and-improvement.md,docs/framework/10-metrics-review-and-improvement.md,canonical-framework-chapter
micro-02c,file-destination,docs/operations/kpi-kri-dashboard.md,,ai-agent-governance-implementation-template,operations/governance-dashboard-definition.md,metrics/governance-dashboard-definition.md,canonical-implementation-tree
micro-02c,file-destination,docs/patterns/ai-ready-data-gate.md,,ai-agent-governance-implementation-template,data/data-source-gate-template.md,configuration/data/data-source-gate-template.md,canonical-implementation-tree
micro-02c,file-destination,examples/audit-event.example.json,,ai-agent-governance-implementation-template,examples/events/audit-event.example.json,examples/fictional/events/audit-event.example.json,fictitious-example-boundary
micro-02c,file-destination,specs/002-governance-contract-alignment/validation.md,,ai-agent-governance-framework-next,archive/source-history/specs/002-governance-contract-alignment/validation.md,project/history/source-repository/specs/002-governance-contract-alignment/validation.md,archive-to-project-history
micro-02c,file-destination,templates/release-evidence-manifest.md,,ai-agent-governance-implementation-template,release/release-evidence-manifest.md,releases/release-evidence-manifest.md,canonical-implementation-tree
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,"ADR-0005 — Control catalog 1.1: escopo, verificação, bloqueio e mappings",ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,Consequências negativas,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,Consequências positivas,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,Contexto,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,Conteúdo,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,Contrato,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,Critérios de validação,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,Decisão,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,Evidência da decisão,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,Forças e constraints,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,O que deliberadamente não foi feito,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,Riscos e mitigação,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,content-unit,docs/architecture/principles.md,Como cada princípio decide,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03,content-unit,docs/architecture/principles.md,Como validar os princípios,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03,content-unit,docs/architecture/principles.md,Os princípios,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03,content-unit,docs/architecture/principles.md,Princípios arquiteturais de governança de agentes,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03,content-unit,docs/architecture/principles.md,Relação com a policy,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03,content-unit,docs/architecture/principles.md,Tensões que os princípios não resolvem sozinhos,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Baseline,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Behavioral analytics de agentes,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Catálogo inicial de casos,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Contexto antes de conclusão,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Decision gate,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Escala de resposta,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Evidências,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Failure modes,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Features observáveis,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Métricas,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Objetivo,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Procedimento,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/operations/behavioral-analytics.md,Unidade de comportamento,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Artefatos,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Blueprint machine-readable,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Como implementar,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Decision gate,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,"Estate, registry, ownership e taxonomia",ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Evidências,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Failure modes,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Métricas,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Objetivo,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Obrigatoriedade por tier,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Quatro objetos distintos,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Registry: capacidades mínimas,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Regras de qualidade que geram finding,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/registry/README.md,Taxonomia corporativa,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Assurance plane,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Decision gate,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Evidências,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Failure modes,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Fairness e performance,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Human agency e contestability,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Impact assessment,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Métricas,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Objetivo,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Princípios de avaliação,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Responsible AI e assurance,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Tiering de assurance,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/responsible-ai/README.md,Transparência,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Baseline e atribuição,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Business case mínimo,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Cadeia de valor,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Decision gate,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,"Estratégia, portfólio e evidência de valor",ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Evidências,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Failure modes,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Métricas do portfólio,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Métricas separadas,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Objetivo,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Portfolio governance,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,content-unit,docs/value/README.md,Value review,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,file-destination,assessments/maturity-assessments/.gitkeep,,ai-agent-governance-framework-next,assessments/maturity/README.md,toolkit/assessments/maturity/README.md,assessment-to-toolkit
micro-03,file-destination,docs/architecture/decisions/.gitkeep,,ai-agent-governance-framework-next,project/decisions/,project/decisions/README.md,canonical-framework-exact
micro-03,file-destination,docs/architecture/decisions/0005-control-catalog-scope-verification-and-mappings.md,,ai-agent-governance-framework-next,archive/source-history/adrs/0005-control-catalog-scope-verification-and-mappings.md,project/history/source-repository/adrs/0005-control-catalog-scope-verification-and-mappings.md,archive-to-project-history
micro-03,file-destination,docs/architecture/principles.md,,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03,file-destination,docs/explanations/cases/service-desk-knowledge-agent.md,,ai-agent-governance-implementation-template,examples/cases/service-desk-knowledge-agent/journey.md,examples/fictional/cases/service-desk-knowledge-agent/journey.md,fictitious-example-boundary
micro-03,file-destination,docs/guides/schema-migration-2.0.md,,ai-agent-governance-implementation-template,migration/governance-contracts-1x-to-2x-checklist.md,docs/governance-contracts-1x-to-2x-migration.md,canonical-implementation-tree
micro-03,file-destination,docs/human-oversight/.gitkeep,,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,file-destination,docs/operations/behavioral-analytics.md,,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03,file-destination,docs/registry/README.md,,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,file-destination,docs/responsible-ai/README.md,,ai-agent-governance-framework-next,docs/master/04-risk-responsible-ai-and-legal.md,docs/framework/04-risk-impact-and-compliance.md,canonical-framework-chapter
micro-03,file-destination,docs/responsible-ai/README.md,,ai-agent-governance-implementation-template,assurance/impact-assessment-template.md,assessments/impact/impact-assessment-template.md,canonical-implementation-tree
micro-03,file-destination,docs/value/README.md,,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03,file-destination,examples/support-runbook.example.md,,ai-agent-governance-implementation-template,examples/runbooks/support-runbook.example.md,examples/fictional/runbooks/support-runbook.example.md,fictitious-example-boundary
micro-03,file-destination,experiments/.gitkeep,,ai-agent-governance-framework-next,project/experiments/,project/experiments/README.md,canonical-framework-exact
micro-03,file-destination,templates/agent-risk-record.md,,ai-agent-governance-implementation-template,risk/agent-risk-record.md,assessments/risk/agent-risk-record.md,canonical-implementation-tree
micro-03a,file-destination,docs/architecture/decisions/.gitkeep,,ai-agent-governance-framework-next,project/decisions/,project/decisions/README.md,canonical-framework-exact
micro-03a,file-destination,experiments/.gitkeep,,ai-agent-governance-framework-next,project/experiments/,project/experiments/README.md,canonical-framework-exact
micro-03b,content-unit,docs/architecture/principles.md,Como cada princípio decide,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03b,content-unit,docs/architecture/principles.md,Como validar os princípios,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03b,content-unit,docs/architecture/principles.md,Os princípios,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03b,content-unit,docs/architecture/principles.md,Princípios arquiteturais de governança de agentes,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03b,content-unit,docs/architecture/principles.md,Relação com a policy,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03b,content-unit,docs/architecture/principles.md,Tensões que os princípios não resolvem sozinhos,ai-agent-governance-framework-next,docs/master/01-mandate-scope-and-principles.md,docs/framework/01-mandate-scope-and-principles.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Baseline,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Behavioral analytics de agentes,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Catálogo inicial de casos,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Contexto antes de conclusão,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Decision gate,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Escala de resposta,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Evidências,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Failure modes,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Features observáveis,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Métricas,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Objetivo,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Procedimento,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/operations/behavioral-analytics.md,Unidade de comportamento,ai-agent-governance-framework-next,docs/master/09-operations-incidents-and-continuity.md,docs/framework/09-operations-incidents-and-continuity.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Artefatos,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Blueprint machine-readable,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Como implementar,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Decision gate,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,"Estate, registry, ownership e taxonomia",ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Evidências,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Failure modes,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Métricas,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Objetivo,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Obrigatoriedade por tier,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Quatro objetos distintos,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Registry: capacidades mínimas,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Regras de qualidade que geram finding,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/registry/README.md,Taxonomia corporativa,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/value/README.md,Baseline e atribuição,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/value/README.md,Business case mínimo,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/value/README.md,Cadeia de valor,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/value/README.md,Decision gate,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/value/README.md,"Estratégia, portfólio e evidência de valor",ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/value/README.md,Evidências,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/value/README.md,Failure modes,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/value/README.md,Métricas do portfólio,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/value/README.md,Métricas separadas,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
micro-03b,content-unit,docs/value/README.md,Objetivo,ai-agent-governance-framework-next,docs/master/03-portfolio-and-value.md,docs/framework/03-inventory-portfolio-and-value.md,canonical-framework-chapter
